featurecounts_Percent_Assigned_	featurecounts_Percent_Duplicates	featurecounts_Percent_Assigned_O	featurecounts_Percent_Assigned_M	featurecounts_Percent_Assigned_MO	sra_study_acc	bio_project_acc	Tissue	Tissue_subtype	Disease	Disease_subtype	Treated	biotype_transcribed_unprocessed_pseudogene	biotype_unprocessed_pseudogene	biotype_miRNA	biotype_lncRNA	biotype_protein_coding	biotype_processed_pseudogene	biotype_snRNA	biotype_transcribed_processed_pseudogene	biotype_misc_RNA	biotype_TEC	biotype_transcribed_unitary_pseudogene	biotype_snoRNA	biotype_scaRNA	biotype_rRNA_pseudogene	biotype_unitary_pseudogene	biotype_polymorphic_pseudogene	biotype_pseudogene	biotype_rRNA	biotype_IG_V_pseudogene	biotype_scRNA	biotype_IG_V_gene	biotype_IG_C_gene	biotype_IG_J_gene	biotype_sRNA	biotype_ribozyme	biotype_translated_processed_pseudogene	biotype_vault_RNA	biotype_TR_C_gene	biotype_TR_J_gene	biotype_TR_V_gene	biotype_TR_V_pseudogene	biotype_translated_unprocessed_pseudogene	biotype_TR_D_gene	biotype_IG_C_pseudogene	biotype_TR_J_pseudogene	biotype_IG_J_pseudogene	biotype_IG_D_gene	biotype_IG_pseudogene	biotype_Mt_tRNA	biotype_Mt_rRNA	fastqc_total_sequences_1	fastqc_poor_sequences_1	fastqc_mean_read_quality_1	fastqc_percent_duplication_1	fastqc_total_sequences_2	fastqc_poor_sequences_2	fastqc_mean_read_quality_2	fastqc_percent_duplication_2	markdup_unpaired_reads_examined	markdup_read_pairs_examined	markdup_secondary_or_supplementary_rds	markdup_unmapped_reads	markdup_unpaired_read_duplicates	markdup_read_pair_duplicates	markdup_read_pair_optical_duplicates	markdup_percent_duplication	markdup_estimated_library_size	rseqc_read_distribution_total	rseqc_read_distribution_CDS_Exons	rseqc_read_distribution_5'UTR_Exons	rseqc_read_distribution_3'UTR_Exons	rseqc_read_distribution_Introns	rseqc_read_distribution_TSS_up_1kb	rseqc_read_distribution_TSS_up_5kb	rseqc_read_distribution_TSS_up_10kb	rseqc_read_distribution_TES_down_1kb	rseqc_read_distribution_TES_down_5kb	rseqc_read_distribution_TES_down_10kb	trimgalore_total_sequences_1	trimgalore_num_adapter_containing_sequences_1	trimgalore_percent_adapter_containing_sequences_1	trimgalore_percent_bad_quality_bases_1	trimgalore_num_removed_shorter_20bp_1	trimgalore_percent_removed_shorter_20bp_1	trimgalore_total_sequences_2	trimgalore_num_adapter_containing_sequences_2	trimgalore_percent_adapter_containing_sequences_2	trimgalore_percent_bad_quality_bases_2	trimgalore_num_removed_shorter_20bp_2	trimgalore_percent_removed_shorter_20bp_2	star_nreads_input	star_average_read_length	star_number_uniquely_mapped_reads	star_percent_uniquely_mapped_reads	star_average_mapped_length	star_number_total_splices_unique_reads	star_number_sjdb_annotated_splices_unique_reads	star_number_gt_ag_splices_unique_reads	star_number_gc_ag_splices_unique_reads	star_number_at_ac_splices_unique_reads	star_number_non_canonical_splices_unique_reads	star_percent_mismatch_rate_per_base_unique_reads	star_deletion_rate_per_base_unique_reads	star_average_deletion_length_unique_reads	star_insertion_rate_per_base_unique_reads	star_average_insertion_length_unique_reads	star_number_multimapping_reads	star_percent_multimapping_reads	star_number_unmapped_reads_too_many_loci	star_percent_unmapped_reads_too_many_loci	star_number_unmapped_reads_too_many_mismatches	star_percent_unmapped_reads_too_many_mismatches	star_number_unmapped_reads_too_short	star_percent_unmapped_reads_too_short	star_number_unmapped_reads_other	star_percent_unmapped_reads_other	star_number_chimeric_reads	star_percent_chimeric_reads	has_salmon_quantification	group
SRX5021622	10.703	29.63	11.468	17.143	20.34	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	50953	11925	2193	1027423	19022029	61618	6913	12440	133523	28830	9075	10161	4603	551	296	486	53	25	8	96	32	25	1	3	5	1	0	157	26	79	29	114	0	32	0	0	0	0	11949	596987	51708858	0	34.163454044953	40.9594886852693	NA	NA	NA	NA	51075331	0	25578650	0	22712778	0	0	0.444692	NA	30441508	8101008	202600	2361225	17809185	37968	133149	221489	85029	300422	452378	51708858	17780251	34.4	0.2	60390	0.1	NA	NA	NA	NA	NA	NA	51648468	75	44725344	86.6	75.06	4487228	4467405	4427231	44079	4176	11742	0.24	0.01	1.52	0.01	1.38	6349987	12.29	50540	0.1	0	0	285888	0.55	236709	0.46	0	0	FALSE	Neurodegenerative
SRX5021626	8.047	23.924	8.635	17.495	21.231	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	41868	8798	1641	794669	11946017	47205	3553	10407	130144	24828	8646	6936	3528	356	323	499	45	14	8	57	16	14	0	3	5	6	0	41	6	24	11	16	0	11	0	0	0	0	7082	158447	39355484	0	34.2137872831141	42.5190292027305	NA	NA	NA	NA	38803862	0	34880016	0	17627913	0	0	0.454282	NA	22665804	5953856	155808	1565532	13569536	28470	98002	161710	68065	240901	358112	39355484	12628630	32.1	0.2	11631	0	NA	NA	NA	NA	NA	NA	39343853	75	31199962	79.3	75.12	2808184	2793878	2767432	28683	2345	9724	0.23	0.01	1.55	0.01	1.37	7603900	19.33	49899	0.13	0	0	346967	0.88	143125	0.36	0	0	FALSE	Neurodegenerative
SRX5021616	12.927	29.845	13.85	20.316	24.082	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	65905	12790	2617	1313725	20316781	80236	9819	15255	172232	35459	12122	11185	6024	683	365	959	68	23	9	66	32	16	0	1	4	4	0	145	23	65	48	40	0	33	2	0	1	0	7868	66739	58245878	0	33.8929662799486	35.0468757414419	NA	NA	NA	NA	57576795	0	17585789	0	22432172	0	0	0.389604	NA	37527115	9508724	238478	2728308	22729957	45236	162074	271288	101999	357082	538222	58245878	20771495	35.7	0.2	47240	0.1	NA	NA	NA	NA	NA	NA	58198638	75	52031786	89.4	74.97	4687103	4650209	4612666	44251	5153	25033	0.3	0.01	1.56	0.01	1.36	5545009	9.53	58811	0.1	0	0	397506	0.68	165526	0.28	0	0	FALSE	Neurodegenerative
SRX5021612	13.2	34.989	14.13	21.596	25.483	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	64162	13872	2323	1139570	25001259	69661	5827	14875	188597	33104	11276	14391	5908	525	330	326	52	14	16	209	23	10	0	0	7	10	0	141	7	81	34	133	0	17	1	0	0	0	8951	36631	60162219	0	33.9650719997545	38.7113817161276	NA	NA	NA	NA	59619979	0	15212391	0	26183159	0	0	0.439168	NA	35916216	9585823	222613	3020068	20829978	41271	145155	241877	101900	350367	524725	60162219	20848976	34.7	0.2	6005	0	NA	NA	NA	NA	NA	NA	60156214	75	54415646	90.46	75.15	5924641	5903636	5849018	56580	6056	12987	0.27	0.01	1.55	0.01	1.39	5204333	8.65	54491	0.09	0	0	313715	0.52	168029	0.28	0	0	FALSE	Neurodegenerative
SRX5021642	12.447	25.806	13.325	19.372	22.629	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	34511	8337	1409	671202	11328069	42162	8019	8401	70592	19334	6171	10289	2771	376	174	252	47	18	11	19	17	6	0	0	7	3	0	62	20	38	16	50	0	16	2	0	0	0	5255	160271	32861715	0	34.214899831004	34.5040739188356	NA	NA	NA	NA	32452814	0	14429443	0	12098431	0	0	0.372801	NA	21830762	5780394	140126	1661358	12886795	25825	89960	149756	60496	213946	320759	32861715	12485521	38	0.3	67245	0.2	NA	NA	NA	NA	NA	NA	32794470	74	28787429	87.78	74.49	2613770	2595431	2573050	25047	2725	12948	0.23	0.01	1.56	0.01	1.39	3665385	11.18	37604	0.11	0	0	179595	0.55	124457	0.38	0	0	FALSE	Healthy
SRX5021641	14.712	27.25	15.743	21.436	24.889	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	42437	9391	1967	908994	14424810	56671	5662	10875	121260	26608	8248	9200	3950	467	259	352	36	32	13	94	23	46	1	1	4	5	0	157	14	43	29	68	0	19	0	0	0	0	5174	61576	41076595	0	34.1572061900457	30.9760166295121	NA	NA	NA	NA	40688491	0	10347647	0	13907168	0	0	0.341796	NA	28648943	7306207	152399	2218085	17022957	31168	119162	205186	86484	304769	461705	41076595	14389150	35	0.2	9426	0	NA	NA	NA	NA	NA	NA	41067169	75	37358335	90.97	75.16	3332175	3315961	3286202	31477	3198	11298	0.24	0.01	1.55	0.01	1.38	3330156	8.11	39257	0.1	0	0	215057	0.52	124364	0.3	0	0	FALSE	Healthy
SRX5021627	2.828	18.739	3.03	10.537	11.475	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	37918	10392	1480	808862	12170821	55538	3199	9552	83711	22855	7128	5851	2687	385	276	271	53	10	4	41	23	4	2	0	5	0	0	34	8	19	17	22	0	18	0	0	0	0	8490	2146772	71809370	0	34.2161339390667	68.7020757627671	NA	NA	NA	NA	58138504	0	142480895	0	37593569	0	0	0.646621	NA	21962551	5556594	142242	1628588	13164342	28932	101259	165314	66756	241014	361998	71809370	23046441	32.1	0.2	26967	0	NA	NA	NA	NA	NA	NA	71782403	75	34368465	47.88	75.07	2916133	2899674	2821256	42575	9515	42787	0.25	0.01	1.38	0.01	1.37	23770039	33.11	86749	0.12	0	0	2832862	3.95	10724288	14.94	0	0	FALSE	Neurodegenerative
SRX5021630	4.36	23.215	4.67	12.504	14.015	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	54568	14001	2347	1157260	16417748	71555	5359	14489	48924	38927	11386	7906	4716	570	375	649	92	16	12	99	31	13	0	2	15	2	0	52	12	27	44	22	1	23	0	0	0	0	12889	870167	68618135	0	33.942491441949	55.4253702130869	NA	NA	NA	NA	63523576	0	90693067	0	35802094	0	0	0.563603	NA	29310000	6453740	189239	1844419	18899926	39389	135507	221846	93554	331274	495013	68618135	22897069	33.4	0.3	50270	0.1	NA	NA	NA	NA	NA	NA	68567865	75	47504244	69.28	75.07	3455332	3435468	3403617	34268	3272	14175	0.28	0.01	1.51	0.01	1.4	16019332	23.36	78671	0.11	0	0	2345852	3.42	2619766	3.82	0	0	FALSE	Neurodegenerative
SRX5021633	11.08	27.536	11.856	18.575	21.524	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	56191	12499	2468	1029651	19142222	65274	5608	13796	214931	33487	11681	10359	5485	480	330	542	61	18	9	34	27	5	0	0	6	9	0	92	11	44	32	64	2	18	0	0	0	0	7350	284813	53867914	0	33.9518353355951	37.3901875176422	NA	NA	NA	NA	53146223	0	27232077	0	22132956	0	0	0.416454	NA	33237300	8663010	194604	2632129	19742169	36176	133386	223836	89532	313288	469817	53867914	18208366	33.8	0.3	8895	0	NA	NA	NA	NA	NA	NA	53859019	75	46664607	86.64	75.14	4401725	4376761	4336736	43066	4564	17359	0.29	0.01	1.54	0.01	1.3	6481616	12.03	56895	0.11	0	0	467914	0.87	187987	0.35	0	0	FALSE	Neurodegenerative
SRX5021643	10.707	27.987	11.463	17.628	20.758	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	41640	10686	1654	797370	13695158	50811	6669	10437	84748	22883	7825	9508	3249	435	244	359	54	22	8	46	12	15	0	0	9	4	0	92	12	43	20	64	0	25	0	0	0	0	6658	249837	39559462	0	34.206767473228	39.1333592364807	NA	NA	NA	NA	39103195	0	20120413	0	16575196	0	0	0.423883	NA	24147886	6325850	152708	1762322	14375855	28595	100591	167797	67430	238529	358575	39559462	13646739	34.5	0.3	36675	0.1	NA	NA	NA	NA	NA	NA	39522787	75	34283085	86.74	74.96	3248238	3226721	3198510	31088	3313	15327	0.23	0.01	1.56	0.01	1.4	4820110	12.2	44684	0.11	0	0	226328	0.57	148580	0.38	0	0	FALSE	Healthy
SRX5021631	8.852	33.5	9.494	16.907	20.276	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	64717	13213	2520	1385553	21535257	74091	8618	16314	66796	40016	14482	12606	7422	646	384	928	82	12	9	362	270	939	9	2	19	4	0	148	38	52	32	37	0	49	1	0	1	1	8104	366898	61719995	0	33.8934174735432	45.9475009826437	NA	NA	NA	NA	60993800	0	30385079	0	30611639	0	0	0.501881	NA	32319993	7849263	232448	2246693	20018411	43457	141352	230462	99980	344216	509467	61719995	21549535	34.9	0.3	29176	0	NA	NA	NA	NA	NA	NA	61690819	74	53380373	86.53	74.92	4760913	4739615	4679340	52261	15017	14295	0.27	0.01	1.56	0.01	1.42	7613427	12.34	66857	0.11	0	0	427918	0.69	202244	0.33	0	0	FALSE	Neurodegenerative
SRX5021634	13.638	26.418	14.609	20.414	23.809	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	37228	8749	1634	763153	12560778	45567	3254	8906	139938	20982	7300	7476	3310	345	248	306	41	13	12	20	26	11	3	0	10	0	0	71	13	46	25	27	0	21	0	0	0	0	5753	195304	34968644	0	34.0114653287671	32.9594664850284	NA	NA	NA	NA	34594219	0	13739679	0	12768864	0	0	0.369104	NA	23492403	6529515	145885	1891022	13419657	27420	99693	168589	64734	230183	348780	34968644	11701758	33.5	0.2	15149	0	NA	NA	NA	NA	NA	NA	34953495	75	30906017	88.42	75.15	2935847	2917407	2892996	28323	3223	11305	0.29	0.01	1.54	0.01	1.36	3688202	10.55	36504	0.1	0	0	213111	0.61	109661	0.31	0	0	FALSE	Neurodegenerative
SRX5021625	10.388	35.934	11.136	19.492	23.995	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	70091	13306	2740	1201634	22835346	76322	6170	17696	125579	38938	14430	11564	6287	565	370	656	80	24	9	27	52	49	1	2	15	5	0	111	14	53	25	33	0	31	0	0	0	0	12912	16766	61639005	0	34.2371246258761	45.3865562376265	NA	NA	NA	NA	60925690	0	21857491	0	29747448	0	0	0.488258	NA	33333577	8519648	229186	2353376	20130276	41356	142054	237093	95239	331489	498969	61639005	21090846	34.2	0.2	180128	0.3	NA	NA	NA	NA	NA	NA	61458877	75	54183330	88.16	75.04	5555251	5531596	5480905	54912	4984	14450	0.23	0.01	1.56	0.01	1.38	6742360	10.97	64618	0.11	0	0	289882	0.47	178687	0.29	0	0	FALSE	Neurodegenerative
SRX5021649	5.955	29.603	6.391	15.811	19.867	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	60379	16555	2664	1128409	21580304	66427	5472	14308	87404	34670	12773	12404	5035	550	340	646	88	17	16	75	35	49	4	0	8	4	0	146	23	67	33	124	0	31	0	0	0	0	14996	299772	62332593	0	33.9228627950709	54.2932520134727	NA	NA	NA	NA	61017522	0	58348050	0	35335367	0	0	0.579102	NA	27434574	7050864	231294	1867237	16451145	40966	134185	219585	82388	289786	434193	62332593	19306708	31	0.3	74216	0.1	NA	NA	NA	NA	NA	NA	62258377	75	48517127	77.93	75.02	5132941	5109596	5062155	50864	4136	15786	0.28	0.01	1.58	0.01	1.39	12500395	20.08	61490	0.1	0	0	644263	1.03	535102	0.86	0	0	FALSE	Healthy
SRX5021629	7.121	27.705	7.621	15.243	17.856	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	63129	19430	2638	1339498	22383061	75495	5554	15768	76593	36448	11724	9187	4320	721	351	627	64	22	10	25	23	15	0	0	11	4	0	155	15	84	36	50	0	31	0	0	0	0	19060	914766	67856176	0	34.255210947932	46.7855383074449	NA	NA	NA	NA	66751594	0	54345931	0	33549773	0	0	0.502606	NA	35348571	8368411	221516	2477710	21817242	46369	167918	281328	103983	369018	560015	67856176	22729805	33.5	0.2	7777	0	NA	NA	NA	NA	NA	NA	67848399	75	55454009	81.73	75.15	5225714	5203401	5154203	52213	5581	13717	0.24	0.01	1.51	0.01	1.39	11297585	16.65	72804	0.11	0	0	571649	0.84	452352	0.67	0	0	FALSE	Neurodegenerative
SRX5021615	12.386	31.94	13.253	18.775	21.951	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	68527	15073	2861	1350015	22773125	83544	5606	15877	181452	37660	13332	10409	5421	719	389	641	69	24	19	170	26	29	0	0	6	5	0	154	27	52	26	34	1	25	1	0	0	0	6401	90008	63363654	0	33.8579767038056	36.016918211092	NA	NA	NA	NA	62744269	0	17922277	0	25764750	0	0	0.410631	NA	39456860	9713529	223330	2906965	24128456	44713	163183	274205	111202	384589	578196	63363654	21760135	34.3	0.2	4598	0	NA	NA	NA	NA	NA	NA	63359056	75	57266492	90.38	75.16	5244389	5214906	5168019	50345	5234	20791	0.3	0.01	1.56	0.01	1.36	5477777	8.65	65443	0.1	0	0	368192	0.58	181152	0.29	0	0	FALSE	Neurodegenerative
SRX5021614	12.404	34.035	13.271	19.531	22.767	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	68301	14878	2694	1345053	25723342	78526	7378	15711	212111	36676	13177	15846	6335	674	337	425	50	24	6	81	24	21	1	0	13	6	0	144	33	70	38	77	0	24	0	0	0	0	5283	107146	65709271	0	33.9396675698928	38.0611968209834	NA	NA	NA	NA	65009121	0	18523844	0	28430186	0	0	0.437326	NA	39187155	10069878	236378	3103264	23305560	44723	159166	264990	111775	385138	576192	65709271	22633379	34.4	0.2	3773	0	NA	NA	NA	NA	NA	NA	65705498	75	59421377	90.44	75.17	6071461	6044104	5990329	56185	6635	18312	0.28	0.01	1.57	0.01	1.33	5587744	8.5	62280	0.09	0	0	451472	0.69	182625	0.28	0	0	FALSE	Neurodegenerative
SRX5021646	6.835	34.943	7.332	18.344	22.647	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	59666	18254	2353	1143341	22943429	68398	10718	14887	96627	32563	10660	15716	6156	621	397	729	71	20	25	354	33	37	0	4	19	4	0	82	14	71	44	120	0	33	0	0	0	0	18405	234513	60791404	0	33.9673973807218	54.6955411322059	NA	NA	NA	NA	59953626	0	40849990	0	35223915	0	0	0.587519	NA	26426817	6782262	206445	1895062	15478200	42467	144595	240588	87688	316802	483111	60791404	20843735	34.3	0.3	166962	0.3	NA	NA	NA	NA	NA	NA	60624442	74	50075848	82.6	74.72	5327926	5304540	5256614	50759	5007	15546	0.27	0.01	1.58	0.01	1.43	9877778	16.29	59294	0.1	0	0	399433	0.66	212089	0.35	0	0	FALSE	Healthy
SRX5021637	8.85	27.194	9.521	16.256	18.65	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	74511	14550	4122	1291988	20903151	89316	11255	19689	306553	46002	21517	42252	6815	712	563	1551	51	34	7	14	13	12	1	0	7	13	0	57	13	48	37	14	0	18	0	0	0	0	2085	261318	63553883	0	33.9010301070038	41.6375233012186	NA	NA	NA	NA	61993303	0	44428588	0	28940061	0	0	0.466826	NA	35472962	9805430	283407	2170288	21283748	43379	150991	248333	91871	319242	474673	63553883	20990869	33	0.3	117983	0.2	NA	NA	NA	NA	NA	NA	63435900	74	52766479	83.18	74.77	5273897	5248394	5206012	51035	3905	12945	0.31	0.01	1.56	0.01	1.36	9226824	14.55	73025	0.12	0	0	743754	1.17	625818	0.99	0	0	FALSE	Neurodegenerative
SRX5021623	12.217	34.803	13.093	21.422	26.369	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	58580	10741	2713	1044869	18705526	73662	6700	14767	197171	33597	10944	9978	4784	481	348	676	69	21	16	110	23	9	1	0	10	8	0	156	20	63	27	122	0	38	0	0	0	0	14882	9750	52728937	0	34.1590939714943	40.5064584862454	NA	NA	NA	NA	52191622	0	13853508	0	22986018	0	0	0.440416	NA	31242798	7979643	181247	2283749	18814969	36043	134064	226187	86910	300775	454056	52728937	17894832	33.9	0.2	65513	0.1	NA	NA	NA	NA	NA	NA	52663424	75	47164439	89.56	75.2	4467225	4446132	4407535	43299	4148	12243	0.26	0.01	1.55	0.01	1.37	5027183	9.55	59030	0.11	0	0	255374	0.48	157398	0.3	0	0	FALSE	Neurodegenerative
SRX5021621	10	33.515	10.716	18.071	22.161	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	92635	18037	3303	1530550	35339303	97378	10367	21956	408051	44142	19490	18997	7314	780	494	802	85	43	23	389	33	15	0	2	15	7	0	81	18	88	60	131	0	31	1	0	0	0	14934	440520	86767758	0	34.1375366181526	45.5572587636363	NA	NA	NA	NA	85488345	0	42030606	0	42738319	0	0	0.499932	NA	46020531	12587327	330581	3712128	26483085	60335	203777	334126	122630	425425	641544	86767758	29511307	34	0.2	47017	0.1	NA	NA	NA	NA	NA	NA	86720741	75	74403065	85.8	75.06	8687943	8656571	8576795	83719	8108	19321	0.25	0.01	1.57	0.01	1.39	11085280	12.78	78935	0.09	0	0	597558	0.69	555903	0.64	0	0	FALSE	Neurodegenerative
SRX5021644	10.512	40.525	11.268	17.132	20.146	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	66649	18607	3090	1299001	27149705	82032	5519	16151	69768	46786	13623	6461	4769	693	629	1717	82	29	20	347	60	64	1	2	9	1	0	236	22	74	56	111	0	36	3	0	0	0	22288	91070	66468244	0	33.9663574082083	47.5877824031391	NA	NA	NA	NA	65559657	0	18490434	0	34061591	0	0	0.519551	NA	33725692	8651080	256607	2496082	19176178	69927	236481	390953	126634	457433	716210	66468244	23408468	35.2	0.3	106743	0.2	NA	NA	NA	NA	NA	NA	66361501	75	59581879	89.78	74.93	6260503	6226426	6165080	63268	6140	26015	0.28	0.01	1.57	0.01	1.39	5977778	9.01	67050	0.1	0	0	539596	0.81	195198	0.29	0	0	FALSE	Healthy
SRX5021648	7.116	37.075	7.631	18.919	23.555	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	66168	17656	2323	1275574	26308349	70140	7363	15756	82904	36633	12931	15971	6640	704	323	475	61	25	11	267	44	42	3	1	4	4	0	192	21	69	55	126	0	32	0	0	1	0	11728	310920	67698365	0	34.0032954710206	54.8532927614791	NA	NA	NA	NA	66852282	0	39204276	0	39320889	0	0	0.588176	NA	29400086	7398875	228030	2104273	17650806	42804	141386	232177	89860	315532	473576	67698365	22487173	33.2	0.3	40325	0.1	NA	NA	NA	NA	NA	NA	67658040	75	56910243	84.11	75	6291662	6270403	6210591	61474	6749	12848	0.26	0.01	1.58	0.01	1.41	9942039	14.69	55111	0.08	0	0	534523	0.79	216124	0.32	0	0	FALSE	Healthy
SRX5021647	6.152	33.633	6.605	16.393	20.329	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	70066	23578	2797	1337522	26986263	77864	11704	17249	106562	36579	12957	19689	5922	677	458	908	95	23	18	76	46	75	0	3	10	6	0	133	21	96	58	158	0	37	0	0	0	0	20354	427136	71648537	0	33.9761584385177	56.4649287078061	NA	NA	NA	NA	70442986	0	55804590	0	42461055	0	0	0.602772	NA	29899847	7673045	257749	2084582	17481944	52336	172370	285047	101938	369716	565106	71648537	24274907	33.9	0.3	90240	0.1	NA	NA	NA	NA	NA	NA	71558297	74	57540662	80.41	74.68	6372180	6343858	6280617	67883	5660	18020	0.27	0.01	1.57	0.01	1.43	12902324	18.03	70644	0.1	0	0	626234	0.88	418433	0.58	0	0	FALSE	Healthy
SRX5021638	10.724	34.791	11.486	19.92	24.437	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	86928	16946	3743	1520303	29886824	102311	8508	22217	337647	45588	16622	25391	8771	794	494	941	72	37	14	68	31	9	1	0	5	7	0	194	49	103	88	165	0	38	2	0	0	0	10604	20659	80265899	0	33.9393648104533	41.0481581679044	NA	NA	NA	NA	79444536	0	27170706	0	37092931	0	0	0.466903	NA	45247858	11197726	272140	3326736	27451114	55577	198858	333448	129567	450565	681195	80265899	27936067	34.8	0.2	14815	0	NA	NA	NA	NA	NA	NA	80251084	75	70960190	88.42	75.03	7244554	7208763	7145869	67107	7464	24114	0.29	0.01	1.56	0.01	1.36	8484346	10.57	87155	0.11	0	0	457099	0.57	262294	0.33	0	0	FALSE	Healthy
SRX5021645	4.022	22.487	4.307	12.456	13.954	SRP169128	GSE122649	Brain	Motor cortex	Healthy	Healthy	0	51021	14778	2281	975400	19856575	69311	5325	12924	60814	35163	10612	8269	4793	519	487	785	52	21	15	81	42	31	0	1	12	5	0	105	22	61	46	114	0	30	0	0	0	0	11786	990198	76319395	0	33.9619311185577	60.1224508937043	NA	NA	NA	NA	68388252	0	114120044	0	41040099	0	0	0.600105	NA	29220665	7137102	202280	2107254	17121380	59482	204587	334723	101767	375133	589028	76319395	25362450	33.2	0.3	47162	0.1	NA	NA	NA	NA	NA	NA	76272233	75	48325735	63.36	75.04	4614788	4584362	4535712	46471	4686	27919	0.3	0.01	1.5	0.01	1.37	20062517	26.3	123944	0.16	0	0	1981347	2.6	5778690	7.58	0	0	FALSE	Healthy
SRX5021628	7.173	31.98	7.684	16.259	19.565	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	88058	22640	3325	1794794	31509724	97201	7231	21958	144005	49989	17236	14094	7492	819	469	1849	64	25	17	38	27	22	2	1	20	5	0	205	21	83	39	45	0	42	0	0	0	0	28723	619897	88474998	0	34.2360926416749	50.3395931148716	NA	NA	NA	NA	87254836	0	60881657	0	47374499	0	0	0.542944	NA	42537760	10399338	276991	2985991	26007542	56269	199984	333145	124663	436070	657222	88474998	29182071	33	0.2	18145	0	NA	NA	NA	NA	NA	NA	88456853	75	73620770	83.23	75.2	7555206	7524911	7452514	74195	6867	21630	0.23	0.01	1.54	0.01	1.39	13634066	15.41	92477	0.1	0	0	624675	0.71	484865	0.55	0	0	FALSE	Neurodegenerative
SRX5021632	11.257	29.307	12.056	19.151	23.426	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	70092	16129	3102	1274505	24355700	82566	7903	17013	202067	41544	14698	14275	6400	606	467	714	83	28	13	59	27	8	3	0	9	5	0	129	24	63	37	85	0	25	0	0	0	0	12076	363128	66352862	0	33.9103551102287	38.569127620873	NA	NA	NA	NA	65252098	0	30025428	0	27923269	0	0	0.427929	NA	40018345	10500106	247559	3101900	23701136	45945	166612	279399	110120	383911	576155	66352862	21962005	33.1	0.3	4907	0	NA	NA	NA	NA	NA	NA	66347955	75	57370682	86.47	75.14	5747834	5720354	5670591	55517	5771	15955	0.3	0.01	1.53	0.01	1.29	7881416	11.88	65906	0.1	0	0	531586	0.8	498365	0.75	0	0	FALSE	Neurodegenerative
SRX5021620	10.245	32.516	10.985	18.84	23.414	SRP169128	GSE122649	Brain	Motor cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	92357	16798	2984	1445828	34997304	87869	8670	21146	414603	41631	18733	16167	7469	664	484	808	90	28	15	200	28	15	1	1	6	5	0	69	15	89	50	141	0	24	0	0	0	0	27318	443605	83272988	0	34.1120652834026	46.7279067676166	NA	NA	NA	NA	81904759	0	45198731	0	41329281	0	0	0.504602	NA	43950163	12982102	329819	3760312	24231242	57549	187737	304431	116683	398037	593149	83272988	26915120	32.3	0.2	25540	0	NA	NA	NA	NA	NA	NA	83247448	75	70085836	84.19	75.21	8904126	8872046	8790414	85203	8336	20173	0.25	0.01	1.56	0.01	1.39	11818923	14.2	73355	0.09	0	0	552797	0.66	716537	0.86	0	0	FALSE	Neurodegenerative
